time_us,aligned_input_v,captured_output_v
4.061599999999999966e+01,-2.779544737869151794e-01,-2.797850000000000059e-01
4.062400000000000233e+01,-2.769344820115111072e-01,-2.775880000000000014e-01
4.063199999999999790e+01,-2.756539992860931321e-01,-2.774659999999999904e-01
4.064000000000000057e+01,-2.741131663124538598e-01,-2.756350000000000189e-01
4.064800000000000324e+01,-2.723125901518739234e-01,-2.742919999999999803e-01
4.065599999999999881e+01,-2.702533431973459521e-01,-2.708740000000000037e-01
4.066400000000000148e+01,-2.679369612967866243e-01,-2.678220000000000045e-01
4.067199999999999704e+01,-2.653654410306804379e-01,-2.662349999999999994e-01
4.067999999999999972e+01,-2.625412361490798152e-01,-2.628170000000000228e-01
4.068800000000000239e+01,-2.594672531745145228e-01,-2.618409999999999904e-01
4.069599999999999795e+01,-2.561468461787837492e-01,-2.553710000000000147e-01
4.070400000000000063e+01,-2.525838107431855883e-01,-2.530519999999999992e-01
4.071199999999999619e+01,-2.487823771132259554e-01,-2.498779999999999890e-01
4.072000000000000597e+01,-2.447472025602379919e-01,-2.456049999999999900e-01
4.072800000000000153e+01,-2.404833629639131221e-01,-2.408450000000000035e-01
4.073599999999999710e+01,-2.359963436310657248e-01,-2.375490000000000101e-01
4.074399999999999977e+01,-2.312920293674130823e-01,-2.327879999999999949e-01
4.075199999999999534e+01,-2.263766938204415380e-01,-2.263179999999999914e-01
4.076000000000000512e+01,-2.212569881128772231e-01,-2.210689999999999877e-01
4.076800000000000068e+01,-2.159399287874569640e-01,-2.172850000000000059e-01
4.077599999999999625e+01,-2.104328850849731536e-01,-2.098389999999999977e-01
4.078399999999999892e+01,-2.047435655789164866e-01,-2.058109999999999939e-01
4.079200000000000159e+01,-1.988800041909559446e-01,-1.992190000000000072e-01
4.080000000000000426e+01,-1.928505456129244455e-01,-1.936039999999999983e-01
4.080799999999999983e+01,-1.866638301618309126e-01,-1.873779999999999890e-01
4.081599999999999540e+01,-1.803287780955150077e-01,-1.802980000000000138e-01
4.082399999999999807e+01,-1.738545734176923652e-01,-1.740720000000000045e-01
4.083200000000000074e+01,-1.672506472017860624e-01,-1.678469999999999962e-01
4.084000000000000341e+01,-1.605266604640840367e-01,-1.606450000000000100e-01
4.084799999999999898e+01,-1.536924866175009285e-01,-1.533200000000000118e-01
4.085600000000000165e+01,-1.467581935378091396e-01,-1.459959999999999869e-01
4.086399999999999721e+01,-1.397340252753055123e-01,-1.396479999999999944e-01
4.087199999999999989e+01,-1.326303834450541785e-01,-1.319579999999999920e-01
4.088000000000000256e+01,-1.254578083298413527e-01,-1.248780000000000029e-01
4.088799999999999812e+01,-1.182269597302430392e-01,-1.188960000000000017e-01
4.089600000000000080e+01,-1.109485975967774707e-01,-1.096189999999999942e-01
4.090400000000000347e+01,-1.036335624794973570e-01,-1.029049999999999965e-01
4.091199999999999903e+01,-9.629275583068211408e-02,-9.619099999999999873e-02
4.092000000000000171e+01,-8.893712019661886847e-02,-8.703600000000000225e-02
4.092799999999999727e+01,-8.157761933453457071e-02,-8.166500000000000148e-02
4.093599999999999994e+01,-7.422521829110208247e-02,-7.409699999999999620e-02
4.094400000000000261e+01,-6.689086347875551619e-02,-6.738299999999999845e-02
4.095199999999999818e+01,-5.958546278622291192e-02,-5.859400000000000025e-02
4.096000000000000085e+01,-5.231986575961597441e-02,-5.236799999999999788e-02
4.096799999999999642e+01,-4.510484389013577622e-02,-4.443400000000000127e-02
4.097599999999999909e+01,-3.795107104451566488e-02,-3.869600000000000123e-02
4.098400000000000176e+01,-3.086910407381886559e-02,-3.088400000000000173e-02
4.099200000000000443e+01,-2.386936363594546057e-02,-2.356000000000000108e-02
4.100000000000000000e+01,-1.696211526702167544e-02,-1.586900000000000116e-02
4.100799999999999557e+01,-1.015745073597216878e-02,-9.032999999999999363e-03
4.101599999999999824e+01,-3.465269716552542116e-03,-3.661999999999999891e-03
4.102400000000000091e+01,3.104738189919951843e-03,3.418000000000000031e-03
4.103200000000000358e+01,9.543111048204339780e-03,9.887999999999999221e-03
4.103999999999999915e+01,1.584063176702449685e-02,1.586900000000000116e-02
4.104799999999999471e+01,2.198834482998525408e-02,2.185099999999999890e-02
4.105600000000000449e+01,2.797757254882613995e-02,2.819800000000000084e-02
4.106400000000000006e+01,3.379993080945192796e-02,3.198199999999999654e-02
4.107200000000000273e+01,3.944734428198729687e-02,3.881799999999999834e-02
4.107999999999999829e+01,4.491206106702853168e-02,4.528800000000000187e-02
4.108799999999999386e+01,5.018666675149933976e-02,5.127000000000000307e-02
4.109600000000000364e+01,5.526409784829963701e-02,5.456500000000000239e-02
4.110399999999999920e+01,6.013765459536669217e-02,5.969200000000000200e-02
4.111200000000000188e+01,6.480101309067157200e-02,6.543000000000000205e-02
4.111999999999999744e+01,6.924823674108222804e-02,6.640600000000000669e-02
4.112800000000000011e+01,7.347378700418484565e-02,7.348599999999999577e-02
4.113600000000000279e+01,7.747253340341711536e-02,7.666000000000000592e-02
4.114399999999999835e+01,8.123976279832416381e-02,8.215300000000000380e-02
4.115200000000000102e+01,8.477118789291654410e-02,8.325200000000000655e-02
4.115999999999999659e+01,8.806295496667479461e-02,8.642600000000000282e-02
4.116800000000000637e+01,9.111165081410135813e-02,8.850099999999999634e-02
4.117600000000000193e+01,9.391430888007408495e-02,9.350600000000000578e-02
4.118399999999999750e+01,9.646841457992397229e-02,9.497099999999999986e-02
4.119200000000000017e+01,9.877190979441605179e-02,9.741199999999999859e-02
4.119999999999999574e+01,1.008231965315209977e-01,1.015619999999999995e-01
4.120800000000000551e+01,1.026211397482503229e-01,1.016849999999999976e-01
4.121600000000000108e+01,1.041650693274072254e-01,1.015619999999999995e-01
4.122399999999999665e+01,1.054547812056888800e-01,1.036379999999999940e-01
4.123199999999999932e+01,1.064905376510254659e-01,1.048580000000000068e-01
4.123999999999999488e+01,1.072730666887125595e-01,1.054689999999999933e-01
4.124800000000000466e+01,1.078035606773394689e-01,1.068120000000000042e-01
4.125600000000000023e+01,1.080836740371440702e-01,1.060790000000000066e-01
4.126400000000000290e+01,1.081155201349431327e-01,1.063230000000000008e-01
4.127199999999999847e+01,1.079016673313023533e-01,1.065669999999999951e-01
4.128000000000000114e+01,1.074451341972065821e-01,1.049800000000000039e-01
4.128800000000000381e+01,1.067493839089147245e-01,1.049800000000000039e-01
4.129599999999999937e+01,1.058183178312794154e-01,1.043700000000000044e-01
4.130400000000000205e+01,1.046562683012139255e-01,1.031490000000000046e-01
4.131199999999999761e+01,1.032679906244989704e-01,1.008300000000000030e-01
4.132000000000000028e+01,1.016586543005246479e-01,9.887700000000000655e-02
4.132800000000000296e+01,9.983383349102087356e-02,9.851100000000000134e-02
4.133599999999999852e+01,9.779949675011992416e-02,9.631299999999999584e-02
4.134400000000000119e+01,9.556199603456617953e-02,9.375000000000000000e-02
4.135199999999999676e+01,9.312805501408298603e-02,8.972199999999999620e-02
4.135999999999999943e+01,9.050475670324444055e-02,8.850099999999999634e-02
4.136800000000000210e+01,8.769953043747608090e-02,8.520500000000000296e-02
4.137599999999999767e+01,8.472013821688764712e-02,8.166500000000000148e-02
4.138400000000000034e+01,8.157466044290918872e-02,7.873499999999999943e-02
4.139199999999999591e+01,7.827148107379396091e-02,7.470699999999999563e-02
4.139999999999999858e+01,7.481927222599288330e-02,7.104499999999999704e-02
4.140800000000000125e+01,7.122697824963748758e-02,6.872599999999999543e-02
4.141599999999999682e+01,6.750379930707960108e-02,6.335399999999999365e-02
4.142399999999999949e+01,6.365917448452963756e-02,6.079099999999999782e-02
4.143200000000000216e+01,5.970276446764222894e-02,5.664099999999999691e-02
4.144000000000000483e+01,5.564443381259030069e-02,5.151399999999999729e-02
4.144800000000000040e+01,5.149423284506624010e-02,4.797400000000000275e-02
4.145599999999999596e+01,4.726237922022791249e-02,4.382300000000000084e-02
4.146399999999999864e+01,4.295923917724573521e-02,4.052700000000000052e-02
4.147200000000000131e+01,3.859530852263860778e-02,3.601100000000000134e-02
4.148000000000000398e+01,3.418119337720188639e-02,3.137199999999999711e-02
4.148799999999999955e+01,2.972759072155516102e-02,2.709999999999999909e-02
4.149599999999999511e+01,2.524526877591550672e-02,2.197299999999999948e-02
4.150399999999999778e+01,2.074504724986819121e-02,1.757799999999999987e-02
4.151200000000000045e+01,1.623777749815900548e-02,1.269499999999999969e-02
4.152000000000000313e+01,1.173432261882311270e-02,8.788999999999999937e-03
4.152799999999999869e+01,7.245537529885068793e-03,4.517000000000000182e-03
4.153599999999999426e+01,2.782249061010971542e-03,0.000000000000000000e+00
4.154400000000000404e+01,-1.644763903451575094e-03,-5.492999999999999619e-03
4.155199999999999960e+01,-6.024790193964835866e-03,-8.056999999999999926e-03
4.156000000000000227e+01,-1.034720600156281353e-02,-1.306200000000000069e-02
4.156799999999999784e+01,-1.460149436414406171e-02,-1.770000000000000046e-02
4.157600000000000051e+01,-1.877726445770563565e-02,-2.111800000000000135e-02
4.158400000000000318e+01,-2.286427065721868129e-02,-2.539100000000000038e-02
4.159199999999999875e+01,-2.685243133248482392e-02,-3.039599999999999941e-02
4.160000000000000142e+01,-3.073184734456343645e-02,-3.332500000000000046e-02
4.160799999999999699e+01,-3.449282020903285395e-02,-3.845200000000000007e-02
4.161599999999999966e+01,-3.812586989297092610e-02,-4.089399999999999979e-02
4.162400000000000233e+01,-4.162175221308313244e-02,-4.479999999999999954e-02
4.163199999999999790e+01,-4.497147580332538225e-02,-4.931599999999999873e-02
4.164000000000000057e+01,-4.816631862094957611e-02,-5.212399999999999672e-02
4.164799999999999613e+01,-5.119784396092847550e-02,-5.419899999999999718e-02
4.165599999999999881e+01,-5.405791594943505640e-02,-5.676300000000000096e-02
4.166400000000000148e+01,-5.673871448819110125e-02,-5.981399999999999911e-02
4.167199999999999704e+01,-5.923274962232390889e-02,-6.310999999999999943e-02
4.167999999999999972e+01,-6.153287530555082152e-02,-6.433099999999999929e-02
4.168799999999999528e+01,-6.363230253756278765e-02,-6.677199999999999802e-02
4.169600000000000506e+01,-6.552461184958055518e-02,-6.799299999999999788e-02
4.170400000000000063e+01,-6.720376511534868758e-02,-7.019000000000000239e-02
4.171200000000000330e+01,-6.866411666598311314e-02,-7.299799999999999345e-02
4.171999999999999886e+01,-6.990042368835357178e-02,-7.238799999999999402e-02
4.172799999999999443e+01,-7.090785588807921314e-02,-7.324200000000000155e-02
4.173600000000000421e+01,-7.168200439943205049e-02,-7.385300000000000198e-02
4.174399999999999977e+01,-7.221888992593186729e-02,-7.470699999999999563e-02
4.175200000000000244e+01,-7.251497009674921779e-02,-7.360800000000000676e-02
4.175999999999999801e+01,-7.256714602547939541e-02,-7.421899999999999331e-02
4.176800000000000068e+01,-7.237276805933423596e-02,-7.397499999999999909e-02
4.177600000000000335e+01,-7.192964070823601452e-02,-7.275399999999999923e-02
4.178399999999999892e+01,-7.123602674482072683e-02,-7.336399999999999866e-02
4.179200000000000159e+01,-7.029065046786797666e-02,-7.177699999999999358e-02
4.179999999999999716e+01,-6.909270012319311538e-02,-6.994599999999999429e-02
4.180799999999999983e+01,-6.764182947757041431e-02,-6.897000000000000353e-02
4.181600000000000250e+01,-6.593815854283985312e-02,-6.750499999999999556e-02
4.182399999999999807e+01,-6.398227344883143652e-02,-6.481900000000000162e-02
4.183200000000000074e+01,-6.177522546537129317e-02,-6.372099999999999986e-02
4.183999999999999631e+01,-5.931852917514418566e-02,-6.005900000000000127e-02
4.184800000000000608e+01,-5.661415980071130005e-02,-5.871599999999999736e-02
4.185600000000000165e+01,-5.366454969062194741e-02,-5.517600000000000282e-02
4.186399999999999721e+01,-5.047258397094782356e-02,-5.078099999999999975e-02
4.187199999999999989e+01,-4.704159537027136073e-02,-4.895000000000000046e-02
4.187999999999999545e+01,-4.337535822745892250e-02,-4.272499999999999909e-02
4.188800000000000523e+01,-3.947808169325620065e-02,-4.077100000000000168e-02
4.189600000000000080e+01,-3.535440213805597642e-02,-3.698699999999999904e-02
4.190399999999999636e+01,-3.100937477966446768e-02,-3.137199999999999711e-02
4.191199999999999903e+01,-2.644846454644983469e-02,-2.709999999999999909e-02
4.192000000000000171e+01,-2.167753619240894367e-02,-2.160600000000000021e-02
4.192800000000000438e+01,-1.670284368229260977e-02,-1.586900000000000116e-02
4.193599999999999994e+01,-1.153101886615340819e-02,-1.025399999999999923e-02
4.194399999999999551e+01,-6.169059463881933908e-03,-6.104000000000000051e-03
4.195199999999999818e+01,-6.243163818331676001e-04,4.879999999999999898e-04
4.196000000000000085e+01,5.095519615495197087e-03,4.883000000000000188e-03
4.196800000000000352e+01,1.098243185428283281e-02,1.110799999999999982e-02
4.197599999999999909e+01,1.702809229525929779e-02,1.745599999999999929e-02
4.198400000000000176e+01,2.322387664618805886e-02,2.307100000000000123e-02
4.199199999999999733e+01,2.956088001524124001e-02,3.027300000000000130e-02
4.200000000000000000e+01,3.602993307681244539e-02,3.491199999999999859e-02
4.200800000000000267e+01,4.262161872016918124e-02,4.333499999999999852e-02
4.201599999999999824e+01,4.932628915068566766e-02,5.090299999999999686e-02
4.202400000000000091e+01,5.613408341228526971e-02,5.480999999999999761e-02
4.203200000000000358e+01,6.303494529925053602e-02,6.347700000000000564e-02
4.203999999999999915e+01,7.001864162465828989e-02,7.055699999999999472e-02
4.204800000000000182e+01,7.707478081205747233e-02,7.592799999999999550e-02
4.205599999999999739e+01,8.419283177658253015e-02,8.459500000000000353e-02
4.206400000000000006e+01,9.136214306087583892e-02,9.314000000000000057e-02
4.207200000000000273e+01,9.857196219101595214e-02,9.851100000000000134e-02
4.207999999999999829e+01,1.058114552171484507e-01,1.071779999999999955e-01
4.208800000000000097e+01,1.130697264029801030e-01,1.149899999999999950e-01
4.209599999999999653e+01,1.203358380284642454e-01,1.217040000000000066e-01
4.210399999999999920e+01,1.275988302692818432e-01,1.282959999999999934e-01
4.211200000000000188e+01,1.348477411169901885e-01,1.351320000000000021e-01
4.212000000000000455e+01,1.420716263034999538e-01,1.412349999999999994e-01
4.212800000000000011e+01,1.492595791933437610e-01,1.500239999999999907e-01
4.213599999999999568e+01,1.564007506076684484e-01,1.561279999999999890e-01
4.214399999999999835e+01,1.634843685435976302e-01,1.644289999999999918e-01
4.215200000000000102e+01,1.704997577529926978e-01,1.711429999999999896e-01
4.216000000000000369e+01,1.774363591450301425e-01,1.770019999999999927e-01
4.216799999999999926e+01,1.842837489769345583e-01,1.861569999999999891e-01
4.217599999999999483e+01,1.910316577981086561e-01,1.907959999999999934e-01
4.218400000000000460e+01,1.976699891128524678e-01,1.977540000000000131e-01
4.219200000000000017e+01,2.041888377278177347e-01,2.044680000000000109e-01
4.220000000000000284e+01,2.105785077505213099e-01,2.103269999999999862e-01
4.220799999999999841e+01,2.168295302062163421e-01,2.185060000000000058e-01
4.221599999999999397e+01,2.229326802409097863e-01,2.227780000000000038e-01
4.222400000000000375e+01,2.288789938790980194e-01,2.304690000000000072e-01
4.223199999999999932e+01,2.346597843057438570e-01,2.340089999999999948e-01
4.224000000000000199e+01,2.402666576426338296e-01,2.396240000000000037e-01
4.224799999999999756e+01,2.456915281904314685e-01,2.471919999999999951e-01
4.225600000000000023e+01,2.509266331086179025e-01,2.510990000000000166e-01
4.226400000000000290e+01,2.559645465063982162e-01,2.558590000000000031e-01
4.227199999999999847e+01,2.607981929190509862e-01,2.611080000000000068e-01
4.228000000000000114e+01,2.654208601449424831e-01,2.659909999999999775e-01
4.228799999999999670e+01,2.698262114198891615e-01,2.690429999999999766e-01
4.229600000000000648e+01,2.740082969066532370e-01,2.750239999999999907e-01
4.230400000000000205e+01,2.779615644784977913e-01,2.781980000000000008e-01
4.231199999999999761e+01,2.816808697772810177e-01,2.818599999999999994e-01
4.232000000000000028e+01,2.851614855275661498e-01,2.850340000000000096e-01
4.232799999999999585e+01,2.883991100898999349e-01,2.879639999999999977e-01
4.233600000000000563e+01,2.913898752375480017e-01,2.894289999999999918e-01
4.234400000000000119e+01,2.941303531425217832e-01,2.943120000000000180e-01
4.235199999999999676e+01,2.966175625581963793e-01,2.960209999999999786e-01
4.235999999999999943e+01,2.988489741871582783e-01,2.972409999999999775e-01
4.236799999999999500e+01,3.008225152245564415e-01,2.999269999999999992e-01
4.237600000000000477e+01,3.025365730686278565e-01,3.015140000000000042e-01
4.238400000000000034e+01,3.039899981916312499e-01,3.035889999999999977e-01
4.239199999999999591e+01,3.051821061659830137e-01,3.052980000000000138e-01
4.239999999999999858e+01,3.061126788418488398e-01,3.052980000000000138e-01
4.240800000000000125e+01,3.067819646740939099e-01,3.055419999999999803e-01
4.241600000000000392e+01,3.071906781979624745e-01,3.055419999999999803e-01
4.242399999999999949e+01,3.073399986544591012e-01,3.049319999999999808e-01
4.243200000000000216e+01,3.072315677679549051e-01,3.067630000000000079e-01
4.243999999999999773e+01,3.068674866800519818e-01,3.054200000000000248e-01
4.244800000000000040e+01,3.062503120453254901e-01,3.039549999999999752e-01
4.245600000000000307e+01,3.053830512960679644e-01,3.032230000000000203e-01
4.246399999999999864e+01,3.042691570846742244e-01,3.021240000000000037e-01
4.247200000000000131e+01,3.029125209138130437e-01,3.009029999999999760e-01
4.247999999999999687e+01,3.013174659660364241e-01,3.000490000000000101e-01
4.248799999999999955e+01,2.994887391458707637e-01,2.965090000000000225e-01
4.249600000000000222e+01,2.974315023489771947e-01,2.943120000000000180e-01
4.250399999999999778e+01,2.951513229742616651e-01,2.933350000000000124e-01
4.251200000000000045e+01,2.926541636962832760e-01,2.893069999999999808e-01
4.251999999999999602e+01,2.899463715166498146e-01,2.868649999999999811e-01
4.252799999999999869e+01,2.870346661143328704e-01,2.852779999999999760e-01
4.253600000000000136e+01,2.839261275162147102e-01,2.819820000000000104e-01
4.254399999999999693e+01,2.806281831103640823e-01,2.768550000000000177e-01
4.255199999999999960e+01,2.771485940257131242e-01,2.733149999999999746e-01
4.256000000000000227e+01,2.734954409030677658e-01,2.702640000000000042e-01
4.256800000000000495e+01,2.696771090833350315e-01,2.673340000000000161e-01
4.257600000000000051e+01,2.657022732400758369e-01,2.623289999999999789e-01
4.258399999999999608e+01,2.615798814844069176e-01,2.580569999999999808e-01
4.259199999999999875e+01,2.573191389712724542e-01,2.552490000000000037e-01
4.260000000000000142e+01,2.529294910369710436e-01,2.487790000000000001e-01
4.260800000000000409e+01,2.484206058988039645e-01,2.452390000000000125e-01
4.261599999999999966e+01,2.438023569483431241e-01,2.407229999999999925e-01
4.262399999999999523e+01,2.390848046706391949e-01,2.360839999999999883e-01
4.263199999999999790e+01,2.342781782224777898e-01,2.312009999999999899e-01
4.264000000000000057e+01,2.293928567031372212e-01,2.260739999999999972e-01
4.264800000000000324e+01,2.244393501520139667e-01,2.198489999999999889e-01
4.265599999999999881e+01,2.194282803076794686e-01,2.161869999999999903e-01
4.266399999999999437e+01,2.143703611634987516e-01,2.109379999999999866e-01
4.267200000000000415e+01,2.092763793554093532e-01,2.048339999999999883e-01
4.267999999999999972e+01,2.041571744175020575e-01,1.998290000000000066e-01
4.268800000000000239e+01,1.990236189415507118e-01,1.950679999999999914e-01
4.269599999999999795e+01,1.938865986767180083e-01,1.899409999999999987e-01
4.270400000000000063e+01,1.887569926056299752e-01,1.838380000000000014e-01
4.271200000000000330e+01,1.836456530333822890e-01,1.816409999999999969e-01
4.271999999999999886e+01,1.785633857256252455e-01,1.761469999999999980e-01
4.272800000000000153e+01,1.735209301321438413e-01,1.704100000000000059e-01
4.273599999999999710e+01,1.685289397318926741e-01,1.647949999999999970e-01
4.274399999999999977e+01,1.635979625355015454e-01,1.597899999999999876e-01
4.275200000000000244e+01,1.587384217807097930e-01,1.560060000000000058e-01
4.275999999999999801e+01,1.539605968560539551e-01,1.503909999999999969e-01
4.276800000000000068e+01,1.492746044876030465e-01,1.455079999999999985e-01
4.277599999999999625e+01,1.446903802230374847e-01,1.409910000000000052e-01
4.278399999999999892e+01,1.402176602469688838e-01,1.357420000000000015e-01
4.279200000000000159e+01,1.358659635606000726e-01,1.315919999999999868e-01
4.279999999999999716e+01,1.316445745582620619e-01,1.292719999999999980e-01
4.280799999999999983e+01,1.275625260327268584e-01,1.246339999999999948e-01
4.281599999999999540e+01,1.236285826401582050e-01,1.186519999999999936e-01
4.282400000000000517e+01,1.198512248550427511e-01,1.176760000000000028e-01
4.283200000000000074e+01,1.162386334442808977e-01,1.135250000000000009e-01
4.284000000000000341e+01,1.127986744887922305e-01,1.088869999999999977e-01
4.284799999999999898e+01,1.095388849800537773e-01,1.073000000000000065e-01
4.285599999999999454e+01,1.064664590177299003e-01,1.042479999999999934e-01
4.286400000000000432e+01,1.035882346337308746e-01,1.010739999999999972e-01
4.287199999999999989e+01,1.009106812666274999e-01,9.777800000000000380e-02
4.288000000000000256e+01,9.843988790935785660e-02,9.545900000000000218e-02
4.288799999999999812e+01,9.618155195185806861e-02,9.314000000000000057e-02
4.289599999999999369e+01,9.414096873893365580e-02,9.204099999999999782e-02
4.290400000000000347e+01,9.232302186248493581e-02,8.923300000000000676e-02
4.291199999999999903e+01,9.073217420578633119e-02,8.837899999999999923e-02
4.292000000000000171e+01,8.937245975615301652e-02,8.691400000000000514e-02
4.292799999999999727e+01,8.824747620097532497e-02,8.386200000000000598e-02
4.293599999999999994e+01,8.736037832059311004e-02,8.337400000000000366e-02
4.294400000000000261e+01,8.671387219010834313e-02,8.544899999999999718e-02
4.295199999999999818e+01,8.631021020069304384e-02,8.325200000000000655e-02
4.296000000000000085e+01,8.615118690950551716e-02,8.227500000000000091e-02
4.296799999999999642e+01,8.623813572576413677e-02,8.410600000000000021e-02
4.297600000000000620e+01,8.657192643905521623e-02,8.300799999999999845e-02
4.298400000000000176e+01,8.715296359436466855e-02,8.557099999999999429e-02
4.299199999999999733e+01,8.798118571682098099e-02,8.496099999999999486e-02
4.300000000000000000e+01,8.905606538754567980e-02,8.740199999999999358e-02
4.300799999999999557e+01,9.037661017049498924e-02,8.996600000000000430e-02
4.301600000000000534e+01,9.194136438858767357e-02,8.996600000000000430e-02
4.302400000000000091e+01,9.374841174587351944e-02,9.106400000000000605e-02
4.303199999999999648e+01,9.579537879099078723e-02,9.228500000000000592e-02
4.303999999999999915e+01,9.807943921553630151e-02,9.668000000000000205e-02
4.304800000000000182e+01,1.005973189795660583e-01,9.924299999999999788e-02
4.305600000000000449e+01,1.033453022548311562e-01,1.016849999999999976e-01
4.306400000000000006e+01,1.063192381748975929e-01,1.055910000000000043e-01
4.307199999999999562e+01,1.095145483798815600e-01,1.073000000000000065e-01
4.307999999999999829e+01,1.129262353419657888e-01,1.108399999999999941e-01
4.308800000000000097e+01,1.165488914565479539e-01,1.154789999999999983e-01
4.309600000000000364e+01,1.203767088824204828e-01,1.176760000000000028e-01
4.310399999999999920e+01,1.244034901129827675e-01,1.231690000000000007e-01
4.311200000000000188e+01,1.286226592592749907e-01,1.279299999999999882e-01
4.311999999999999744e+01,1.330272740241504603e-01,1.319579999999999920e-01
4.312800000000000011e+01,1.376100383457939391e-01,1.375730000000000008e-01
4.313600000000000279e+01,1.423633156874814509e-01,1.408689999999999942e-01
4.314399999999999835e+01,1.472791429493343074e-01,1.478269999999999862e-01
4.315200000000000102e+01,1.523492449766829793e-01,1.513670000000000015e-01
4.315999999999999659e+01,1.575650496385285204e-01,1.580809999999999993e-01
4.316799999999999926e+01,1.629177034486642139e-01,1.624760000000000093e-01
4.317600000000000193e+01,1.683980877007985044e-01,1.674799999999999900e-01
4.318399999999999750e+01,1.739968350884251724e-01,1.750490000000000101e-01
4.319200000000000017e+01,1.797043467789152804e-01,1.798099999999999976e-01
4.320000000000000284e+01,1.855108099107874997e-01,1.850590000000000013e-01
4.320799999999999841e+01,1.914062154822303852e-01,1.910399999999999876e-01
4.321600000000000108e+01,1.973803765980928493e-01,1.967770000000000075e-01
4.322399999999999665e+01,2.034229470422262154e-01,2.027589999999999948e-01
4.323199999999999932e+01,2.095234401411454062e-01,2.067869999999999986e-01
4.324000000000000199e+01,2.156712478845831393e-01,2.158200000000000118e-01
4.324800000000000466e+01,2.218556602681756862e-01,2.218019999999999992e-01
4.325600000000000023e+01,2.280658848227566371e-01,2.270510000000000028e-01
4.326399999999999579e+01,2.342910662948375633e-01,2.344970000000000110e-01
4.327199999999999847e+01,2.405203064422110626e-01,2.406010000000000093e-01
4.328000000000000114e+01,2.467426839085517520e-01,2.473140000000000061e-01
4.328800000000000381e+01,2.529472741408552161e-01,2.534179999999999766e-01
4.329599999999999937e+01,2.591231693132200475e-01,2.587889999999999913e-01
4.330399999999999494e+01,2.652594982207034935e-01,2.648929999999999896e-01
4.331200000000000472e+01,2.713454461068783852e-01,2.723389999999999977e-01
4.332000000000000028e+01,2.773702743889964739e-01,2.757569999999999744e-01
4.332800000000000296e+01,2.833233402446157512e-01,2.840579999999999772e-01
4.333599999999999852e+01,2.891941160240565911e-01,2.894289999999999918e-01
4.334399999999999409e+01,2.949722084532592215e-01,2.950439999999999729e-01
4.335200000000000387e+01,3.006473775918552249e-01,2.982179999999999831e-01
4.335999999999999943e+01,3.062095555120664114e-01,3.079830000000000068e-01
4.336800000000000210e+01,3.116488646641259463e-01,3.117679999999999896e-01
4.337599999999999767e+01,3.169556358948363850e-01,3.168949999999999823e-01
4.338399999999999324e+01,3.221204260863736457e-01,3.225100000000000189e-01
4.339200000000000301e+01,3.271340353830189951e-01,3.270259999999999834e-01
4.339999999999999858e+01,3.319875239745707085e-01,3.312990000000000101e-01
4.340800000000000125e+01,3.366722284056115622e-01,3.369139999999999913e-01
4.341599999999999682e+01,3.411797773809864820e-01,3.404539999999999789e-01
4.342399999999999949e+01,3.455021070386354309e-01,3.442379999999999884e-01
4.343200000000000216e+01,3.496314756618046360e-01,3.482669999999999932e-01
4.343999999999999773e+01,3.535604778039309060e-01,3.530269999999999797e-01
4.344800000000000040e+01,3.572820578002957048e-01,3.563230000000000008e-01
4.345599999999999596e+01,3.607895226418516010e-01,3.583979999999999944e-01
4.346400000000000574e+01,3.640765541877169498e-01,3.638919999999999932e-01
4.347200000000000131e+01,3.671372206940071714e-01,3.660889999999999977e-01
4.347999999999999687e+01,3.699659876380376744e-01,3.662110000000000087e-01
4.348799999999999955e+01,3.725577278180537411e-01,3.712159999999999904e-01
4.349599999999999511e+01,3.749077307101360557e-01,3.724370000000000180e-01
4.350400000000000489e+01,3.770117110651264869e-01,3.751220000000000110e-01
4.351200000000000045e+01,3.788658167299471247e-01,3.774410000000000265e-01
4.351999999999999602e+01,3.804666356790015747e-01,3.790279999999999760e-01
4.352799999999999869e+01,3.818112022428289953e-01,3.807369999999999921e-01
4.353600000000000136e+01,3.828970025226619001e-01,3.798830000000000262e-01
4.354400000000000404e+01,3.837219789809715453e-01,3.829350000000000254e-01
4.355199999999999960e+01,3.842845341996514730e-01,3.818360000000000087e-01
4.356000000000000227e+01,3.845835337989719771e-01,3.829350000000000254e-01
4.356799999999999784e+01,3.846183085119638245e-01,3.822019999999999862e-01
4.357600000000000051e+01,3.843886554104649633e-01,3.826899999999999746e-01
4.358400000000000318e+01,3.838948382805795756e-01,3.813480000000000203e-01
4.359199999999999875e+01,3.831375871468670757e-01,3.813480000000000203e-01
4.360000000000000142e+01,3.821180969461281940e-01,3.792719999999999980e-01
4.360799999999999699e+01,3.808380253532180904e-01,3.779299999999999882e-01
4.361599999999999966e+01,3.792994897628339523e-01,3.767090000000000161e-01
4.362400000000000233e+01,3.775050634328086518e-01,3.735350000000000059e-01
4.363199999999999790e+01,3.754577707959351751e-01,3.725589999999999735e-01
4.364000000000000057e+01,3.731610819488757613e-01,3.685300000000000242e-01
4.364799999999999613e+01,3.706189063282412377e-01,3.669430000000000192e-01
4.365599999999999881e+01,3.678355855853336909e-01,3.656010000000000093e-01
4.366400000000000148e+01,3.648158856726084753e-01,3.608399999999999941e-01
